Date,Open,High,Low,Close,Adj Close,Volume
2009-03-13,1427.030029,1433.979980,1408.260010,1431.500000,1431.500000,2022170000
2009-03-16,1445.270020,1445.270020,1402.479980,1404.020020,1404.020020,2099460000
2009-03-17,1409.670044,1462.109985,1405.319946,1462.109985,1462.109985,2073230000
2009-03-18,1454.439941,1507.400024,1448.670044,1491.219971,1491.219971,2764950000
2009-03-19,1509.060059,1509.060059,1475.489990,1483.479980,1483.479980,2323510000
2009-03-20,1488.150024,1501.780029,1448.780029,1457.270020,1457.270020,2394470000
2009-03-23,1491.260010,1555.770020,1482.150024,1555.770020,1555.770020,2172590000
2009-03-24,1535.680054,1546.209961,1515.630005,1516.520020,1516.520020,2009530000
2009-03-25,1527.589966,1554.250000,1487.939941,1528.949951,1528.949951,2431180000
2009-03-26,1549.400024,1587.000000,1545.209961,1587.000000,1587.000000,2535050000
2009-03-27,1564.119995,1569.209961,1543.430054,1545.199951,1545.199951,2071670000
2009-03-30,1516.790039,1517.060059,1484.979980,1501.800049,1501.800049,2020200000
2009-03-31,1518.699951,1554.469971,1518.010010,1528.589966,1528.589966,2157410000
2009-04-01,1504.869995,1553.030029,1498.540039,1551.599976,1551.599976,2256580000
2009-04-02,1579.969971,1623.339966,1576.819946,1602.630005,1602.630005,2833600000
2009-04-03,1609.050049,1621.869995,1593.050049,1621.869995,1621.869995,2113380000
2009-04-06,1602.239990,1607.599976,1580.650024,1606.709961,1606.709961,1998090000
2009-04-07,1585.579956,1588.000000,1559.459961,1561.609985,1561.609985,1854700000
2009-04-08,1576.930054,1595.969971,1567.219971,1590.660034,1590.660034,1837900000
2009-04-09,1618.829956,1652.540039,1616.250000,1652.540039,1652.540039,2165450000
2009-04-13,1641.609985,1660.829956,1630.540039,1653.310059,1653.310059,1824530000
2009-04-14,1637.500000,1651.280029,1618.040039,1625.719971,1625.719971,2253650000
2009-04-15,1613.560059,1627.719971,1599.109985,1626.800049,1626.800049,2042600000
2009-04-16,1645.520020,1676.170044,1628.079956,1670.439941,1670.439941,2390620000
2009-04-17,1665.599976,1682.239990,1653.839966,1673.069946,1673.069946,2418440000
2009-04-20,1641.349976,1643.319946,1606.859985,1608.209961,1608.209961,3061850000
2009-04-21,1599.030029,1643.849976,1598.930054,1643.849976,1643.849976,2422990000
2009-04-22,1630.140015,1679.819946,1624.729980,1646.119995,1646.119995,2657480000
2009-04-23,1651.469971,1654.849976,1625.880005,1652.209961,1652.209961,2463500000
2009-04-24,1666.430054,1702.869995,1657.489990,1694.290039,1694.290039,2547150000
2009-04-27,1672.869995,1700.530029,1670.489990,1679.410034,1679.410034,2203700000
2009-04-28,1668.260010,1690.060059,1661.400024,1673.810059,1673.810059,2080410000
2009-04-29,1688.660034,1726.689941,1687.290039,1711.939941,1711.939941,2385720000
2009-04-30,1732.469971,1753.609985,1710.069946,1717.300049,1717.300049,2871300000
2009-05-01,1719.290039,1728.099976,1703.520020,1719.199951,1719.199951,2165930000
2009-05-04,1733.709961,1763.560059,1729.310059,1763.560059,1763.560059,2524800000
2009-05-05,1757.260010,1759.420044,1735.369995,1754.119995,1754.119995,2538290000
2009-05-06,1768.689941,1770.290039,1730.969971,1759.099976,1759.099976,2966510000
2009-05-07,1772.099976,1773.130005,1702.540039,1716.239990,1716.239990,3299360000
2009-05-08,1733.500000,1747.410034,1711.010010,1739.000000,1739.000000,3206310000
2009-05-11,1713.650024,1747.969971,1705.869995,1731.239990,1731.239990,2543450000
2009-05-12,1742.859985,1743.520020,1695.869995,1715.920044,1715.920044,2475150000
2009-05-13,1696.800049,1697.760010,1664.189941,1664.189941,1664.189941,2356410000
2009-05-14,1672.479980,1701.219971,1667.939941,1689.209961,1689.209961,2162620000
2009-05-15,1687.489990,1703.449951,1676.560059,1680.140015,1680.140015,2057500000
2009-05-18,1696.819946,1732.359985,1689.550049,1732.359985,1732.359985,2023250000
2009-05-19,1727.000000,1750.050049,1719.920044,1734.540039,1734.540039,2076390000
2009-05-20,1743.599976,1767.469971,1722.319946,1727.839966,1727.839966,2261780000
2009-05-21,1709.829956,1719.579956,1677.770020,1695.250000,1695.250000,2206610000
2009-05-22,1702.060059,1711.979980,1682.239990,1692.010010,1692.010010,1619520000
2009-05-26,1677.719971,1751.469971,1677.540039,1750.430054,1750.430054,2095650000
2009-05-27,1745.560059,1768.219971,1728.959961,1731.079956,1731.079956,2118100000
2009-05-28,1744.229980,1754.949951,1714.479980,1751.790039,1751.790039,2189090000
2009-05-29,1756.260010,1774.329956,1742.989990,1774.329956,1774.329956,2465310000
2009-06-01,1796.089966,1833.180054,1792.800049,1828.680054,1828.680054,2600340000
2009-06-02,1821.219971,1846.650024,1815.829956,1836.800049,1836.800049,2611690000
2009-06-03,1825.599976,1828.089966,1806.510010,1825.920044,1825.920044,2246950000
2009-06-04,1829.839966,1850.040039,1825.619995,1850.020020,1850.020020,2468840000
2009-06-05,1864.020020,1865.949951,1834.630005,1849.420044,1849.420044,2310590000
2009-06-08,1836.869995,1857.800049,1818.589966,1842.400024,1842.400024,1972980000
2009-06-09,1850.479980,1869.520020,1846.260010,1860.130005,1860.130005,2140370000
2009-06-10,1872.010010,1872.699951,1827.609985,1853.079956,1853.079956,2347870000
2009-06-11,1854.750000,1879.920044,1854.750000,1862.369995,1862.369995,2463860000
2009-06-12,1852.430054,1858.800049,1833.390015,1858.800049,1858.800049,2013560000
2009-06-15,1837.939941,1838.329956,1803.069946,1816.380005,1816.380005,2154700000
2009-06-16,1825.199951,1831.180054,1795.550049,1796.180054,1796.180054,2227700000
2009-06-17,1799.219971,1824.199951,1785.339966,1808.060059,1808.060059,2523180000
2009-06-18,1809.040039,1816.599976,1795.739990,1807.719971,1807.719971,2067830000
2009-06-19,1824.989990,1837.579956,1817.069946,1827.469971,1827.469971,2864420000
2009-06-22,1809.530029,1810.579956,1765.849976,1766.189941,1766.189941,2318970000
2009-06-23,1771.420044,1777.579956,1753.780029,1764.920044,1764.920044,2152480000
2009-06-24,1780.880005,1807.079956,1780.250000,1792.339966,1792.339966,2150570000
2009-06-25,1783.189941,1829.670044,1779.180054,1829.540039,1829.540039,2227980000
2009-06-26,1819.160034,1840.979980,1816.839966,1838.219971,1838.219971,3989940000
2009-06-29,1842.089966,1854.089966,1825.030029,1844.060059,1844.060059,1981450000
2009-06-30,1845.469971,1854.689941,1824.949951,1835.040039,1835.040039,2044980000
2009-07-01,1846.119995,1861.619995,1843.790039,1845.719971,1845.719971,1971050000
2009-07-02,1823.689941,1823.910034,1795.949951,1796.520020,1796.520020,1923070000
2009-07-06,1783.500000,1793.420044,1770.109985,1787.400024,1787.400024,1970530000
2009-07-07,1787.439941,1788.969971,1745.380005,1746.170044,1746.170044,2027240000
2009-07-08,1756.000000,1757.670044,1727.050049,1747.170044,1747.170044,2467520000
2009-07-09,1756.969971,1763.630005,1747.439941,1752.550049,1752.550049,1868280000
2009-07-10,1744.609985,1764.109985,1738.260010,1756.030029,1756.030029,1658010000
2009-07-13,1761.030029,1793.209961,1736.949951,1793.209961,1793.209961,1899410000
2009-07-14,1790.699951,1800.729980,1782.849976,1799.729980,1799.729980,1856910000
2009-07-15,1827.609985,1863.290039,1824.310059,1862.900024,1862.900024,2543340000
2009-07-16,1856.050049,1887.890015,1854.699951,1885.030029,1885.030029,2072730000
2009-07-17,1880.310059,1887.339966,1873.810059,1886.609985,1886.609985,1876760000
2009-07-20,1896.989990,1909.890015,1890.000000,1909.290039,1909.290039,2046350000
2009-07-21,1917.390015,1917.459961,1892.170044,1916.199951,1916.199951,2205230000
2009-07-22,1908.829956,1934.609985,1907.250000,1926.380005,1926.380005,2306340000
2009-07-23,1924.959961,1979.339966,1924.770020,1973.599976,1973.599976,3021430000
2009-07-24,1943.229980,1966.260010,1937.640015,1965.959961,1965.959961,2232920000
2009-07-27,1964.619995,1971.380005,1946.949951,1967.890015,1967.890015,2141690000
2009-07-28,1957.260010,1978.430054,1947.890015,1975.510010,1975.510010,2206850000
2009-07-29,1965.319946,1970.650024,1953.359985,1967.760010,1967.760010,2072650000
2009-07-30,1986.209961,2009.810059,1980.079956,1984.300049,1984.300049,2525670000
2009-07-31,1980.719971,1995.050049,1977.650024,1978.500000,1978.500000,2190380000
2009-08-03,1998.349976,2008.609985,1985.880005,2008.609985,2008.609985,2155720000
2009-08-04,1996.380005,2015.589966,1993.739990,2011.310059,2011.310059,2235010000
2009-08-05,2014.449951,2014.449951,1980.680054,1993.050049,1993.050049,2353550000
2009-08-06,1999.209961,2004.369995,1967.680054,1973.160034,1973.160034,2408400000
2009-08-07,1997.000000,2012.329956,1984.500000,2000.250000,2000.250000,2323980000
2009-08-10,1991.439941,1999.550049,1979.390015,1992.239990,1992.239990,1844700000
2009-08-11,1985.060059,1986.849976,1962.079956,1969.729980,1969.729980,1915530000
2009-08-12,1970.949951,2015.260010,1970.250000,1998.719971,1998.719971,2140190000
2009-08-13,2009.270020,2013.430054,1986.869995,2009.349976,2009.349976,2084370000
2009-08-14,2005.790039,2006.729980,1969.680054,1985.520020,1985.520020,1923410000
2009-08-17,1949.229980,1949.229980,1929.640015,1930.839966,1930.839966,1924190000
2009-08-18,1940.550049,1958.709961,1935.329956,1955.920044,1955.920044,1749420000
2009-08-19,1933.390015,1972.319946,1931.910034,1969.239990,1969.239990,1977750000
2009-08-20,1967.569946,1992.219971,1965.689941,1989.219971,1989.219971,1958470000
2009-08-21,2000.150024,2021.859985,1994.329956,2020.900024,2020.900024,2259140000
2009-08-24,2026.109985,2036.030029,2012.000000,2017.979980,2017.979980,2046370000
2009-08-25,2025.589966,2040.589966,2019.170044,2024.229980,2024.229980,1936980000
2009-08-26,2021.300049,2034.310059,2013.520020,2024.430054,2024.430054,2037560000
2009-08-27,2021.310059,2029.270020,1993.030029,2027.729980,2027.729980,2140540000
2009-08-28,2050.530029,2059.479980,2017.420044,2028.770020,2028.770020,2340180000
2009-08-31,2011.140015,2013.650024,1997.530029,2009.060059,2009.060059,2256210000
2009-09-01,2001.300049,2034.780029,1965.479980,1968.890015,1968.890015,2778570000
2009-09-02,1960.069946,1976.349976,1958.510010,1967.069946,1967.069946,1974330000
2009-09-03,1975.849976,1983.369995,1958.040039,1983.199951,1983.199951,1853450000
2009-09-04,1986.979980,2018.920044,1982.050049,2018.780029,2018.780029,1722150000
2009-09-08,2034.739990,2038.630005,2023.030029,2037.770020,2037.770020,2037180000
2009-09-09,2038.920044,2066.340088,2033.469971,2060.389893,2060.389893,2493930000
2009-09-10,2059.479980,2084.020020,2055.489990,2084.020020,2084.020020,2451330000
2009-09-11,2083.340088,2088.929932,2070.020020,2080.899902,2080.899902,2318050000
2009-09-14,2066.149902,2091.780029,2065.800049,2091.780029,2091.780029,2157600000
2009-09-15,2090.330078,2106.929932,2086.159912,2102.639893,2102.639893,2372990000
2009-09-16,2110.060059,2133.149902,2102.860107,2133.149902,2133.149902,2707080000
2009-09-17,2129.419922,2140.600098,2118.500000,2126.750000,2126.750000,2615780000
2009-09-18,2134.850098,2138.820068,2120.699951,2132.860107,2132.860107,3023010000
2009-09-21,2121.340088,2142.409912,2118.479980,2138.040039,2138.040039,2408860000
2009-09-22,2150.020020,2150.679932,2137.389893,2146.300049,2146.300049,2490480000
2009-09-23,2152.429932,2167.699951,2130.340088,2131.419922,2131.419922,2683250000
2009-09-24,2140.060059,2142.489990,2097.100098,2107.610107,2107.610107,2607280000
2009-09-25,2095.840088,2106.989990,2085.350098,2090.919922,2090.919922,2363930000
2009-09-28,2101.919922,2140.040039,2101.429932,2130.739990,2130.739990,1890030000
2009-09-29,2131.669922,2141.399902,2116.629883,2124.040039,2124.040039,2062970000
2009-09-30,2131.300049,2137.870117,2092.300049,2122.419922,2122.419922,2640660000
2009-10-01,2111.770020,2112.899902,2057.479980,2057.479980,2057.479980,2708170000
2009-10-02,2040.839966,2064.149902,2040.729980,2048.110107,2048.110107,2448110000
2009-10-05,2056.520020,2074.780029,2049.040039,2068.149902,2068.149902,2156250000
2009-10-06,2080.399902,2111.129883,2079.489990,2103.570068,2103.570068,2413450000
2009-10-07,2099.060059,2110.330078,2095.939941,2110.330078,2110.330078,2220910000
2009-10-08,2124.689941,2139.649902,2116.060059,2123.929932,2123.929932,2366950000
2009-10-09,2120.000000,2139.620117,2118.040039,2139.280029,2139.280029,1936850000
2009-10-12,2145.629883,2155.919922,2128.389893,2139.139893,2139.139893,1784280000
2009-10-13,2138.699951,2146.350098,2128.439941,2139.889893,2139.889893,2020110000
2009-10-14,2165.830078,2173.949951,2157.479980,2172.229980,2172.229980,2348620000
2009-10-15,2164.330078,2173.290039,2158.290039,2173.290039,2173.290039,2140090000
2009-10-16,2164.729980,2164.729980,2142.879883,2156.800049,2156.800049,2209950000
2009-10-19,2162.409912,2180.110107,2150.419922,2176.320068,2176.320068,1970440000
2009-10-20,2180.429932,2181.159912,2151.770020,2163.469971,2163.469971,2110580000
2009-10-21,2160.780029,2190.639893,2148.409912,2150.729980,2150.729980,2565680000
2009-10-22,2146.719971,2169.169922,2130.699951,2165.290039,2165.290039,2265230000
2009-10-23,2186.639893,2190.479980,2149.350098,2154.469971,2154.469971,2441920000
2009-10-26,2158.810059,2183.610107,2136.919922,2141.850098,2141.850098,2316210000
2009-10-27,2144.149902,2148.879883,2110.909912,2116.090088,2116.090088,2384620000
2009-10-28,2103.360107,2111.840088,2057.399902,2059.610107,2059.610107,2769570000
2009-10-29,2077.040039,2101.330078,2071.300049,2097.550049,2097.550049,2301370000
2009-10-30,2091.560059,2095.090088,2040.209961,2045.109985,2045.109985,2610280000
2009-11-02,2047.420044,2069.489990,2024.270020,2049.199951,2049.199951,2408320000
2009-11-03,2034.089966,2057.320068,2031.250000,2057.320068,2057.320068,2061050000
2009-11-04,2067.560059,2081.100098,2053.000000,2055.520020,2055.520020,2217520000
2009-11-05,2078.830078,2105.320068,2075.610107,2105.320068,2105.320068,2209690000
2009-11-06,2089.489990,2117.620117,2088.239990,2112.439941,2112.439941,1829150000
2009-11-09,2128.459961,2154.060059,2128.149902,2154.060059,2154.060059,2004700000
2009-11-10,2147.239990,2160.639893,2141.270020,2151.080078,2151.080078,1997240000
2009-11-11,2166.530029,2177.909912,2155.250000,2166.899902,2166.899902,1851790000
2009-11-12,2166.979980,2179.189941,2145.830078,2149.020020,2149.020020,2212370000
2009-11-13,2156.679932,2172.050049,2145.919922,2167.879883,2167.879883,1876220000
2009-11-16,2177.310059,2205.320068,2177.000000,2197.850098,2197.850098,2105020000
2009-11-17,2190.120117,2203.780029,2185.550049,2203.780029,2203.780029,1887240000
2009-11-18,2199.870117,2200.149902,2180.169922,2193.139893,2193.139893,1990220000
2009-11-19,2176.370117,2176.510010,2141.590088,2156.820068,2156.820068,2208700000
2009-11-20,2145.070068,2150.080078,2137.060059,2146.040039,2146.040039,1962760000
2009-11-23,2168.949951,2189.500000,2168.770020,2176.010010,2176.010010,1840170000
2009-11-24,2174.689941,2175.149902,2155.219971,2169.179932,2169.179932,1858490000
2009-11-25,2174.000000,2178.620117,2170.060059,2176.050049,2176.050049,1398610000
2009-11-27,2115.959961,2155.409912,2113.989990,2138.439941,2138.439941,971990000
2009-11-30,2135.929932,2146.929932,2120.699951,2144.600098,2144.600098,1986050000
2009-12-01,2162.229980,2182.239990,2162.229980,2175.810059,2175.810059,2151300000
2009-12-02,2178.510010,2198.550049,2177.820068,2185.030029,2185.030029,2068920000
2009-12-03,2190.419922,2203.750000,2172.040039,2173.139893,2173.139893,2001660000
2009-12-04,2203.750000,2214.389893,2169.659912,2194.350098,2194.350098,2305950000
2009-12-07,2191.350098,2201.419922,2183.129883,2189.610107,2189.610107,1878980000
2009-12-08,2174.719971,2187.189941,2160.429932,2172.989990,2172.989990,1981800000
2009-12-09,2170.020020,2185.699951,2155.959961,2183.729980,2183.729980,1906210000
2009-12-10,2194.899902,2202.840088,2187.080078,2190.860107,2190.860107,1946370000
2009-12-11,2200.959961,2202.399902,2179.510010,2190.310059,2190.310059,1754430000
2009-12-14,2202.310059,2212.560059,2193.199951,2212.100098,2212.100098,1841890000
2009-12-15,2203.540039,2217.629883,2197.760010,2201.050049,2201.050049,1946960000
2009-12-16,2210.350098,2220.459961,2203.330078,2206.909912,2206.909912,2022440000
2009-12-17,2193.500000,2198.510010,2178.050049,2180.050049,2180.050049,1904840000
2009-12-18,2197.570068,2213.179932,2190.689941,2211.689941,2211.689941,2848410000
2009-12-21,2224.040039,2242.219971,2224.040039,2237.659912,2237.659912,1808830000
2009-12-22,2242.610107,2253.729980,2241.330078,2252.669922,2252.669922,1724200000
2009-12-23,2257.209961,2271.330078,2253.669922,2269.639893,2269.639893,1582900000
2009-12-24,2273.949951,2285.889893,2273.399902,2285.689941,2285.689941,632650000
2009-12-28,2290.040039,2295.800049,2280.560059,2291.080078,2291.080078,1232130000
2009-12-29,2293.939941,2294.750000,2286.570068,2288.399902,2288.399902,1177710000
2009-12-30,2284.560059,2293.020020,2280.159912,2291.280029,2291.280029,1312670000
2009-12-31,2292.919922,2293.590088,2269.110107,2269.149902,2269.149902,1237820000
2010-01-04,2294.409912,2311.149902,2294.409912,2308.419922,2308.419922,1931380000
2010-01-05,2307.270020,2313.729980,2295.620117,2308.709961,2308.709961,2367860000
2010-01-06,2307.709961,2314.070068,2295.679932,2301.090088,2301.090088,2253340000
2010-01-07,2298.090088,2301.300049,2285.219971,2300.050049,2300.050049,2270050000
2010-01-08,2292.239990,2317.600098,2290.610107,2317.169922,2317.169922,2145390000
2010-01-11,2324.780029,2326.280029,2302.209961,2312.409912,2312.409912,2077890000
2010-01-12,2297.280029,2298.850098,2272.699951,2282.310059,2282.310059,2368320000
2010-01-13,2289.459961,2313.030029,2274.120117,2307.899902,2307.899902,2318350000
2010-01-14,2303.310059,2322.560059,2303.290039,2316.739990,2316.739990,2254170000
2010-01-15,2316.979980,2322.540039,2279.199951,2287.989990,2287.989990,2637770000
2010-01-19,2291.020020,2320.399902,2290.679932,2320.399902,2320.399902,2045290000
2010-01-20,2304.310059,2304.469971,2268.679932,2291.250000,2291.250000,2351890000
2010-01-21,2298.229980,2308.979980,2259.820068,2265.699951,2265.699951,2877800000
2010-01-22,2255.760010,2262.270020,2200.370117,2205.290039,2205.290039,2817620000
2010-01-25,2220.290039,2223.219971,2201.169922,2210.800049,2210.800049,2134350000
2010-01-26,2203.439941,2227.889893,2195.439941,2203.729980,2203.729980,2361260000
2010-01-27,2200.300049,2225.669922,2192.590088,2221.409912,2221.409912,2492880000
2010-01-28,2220.310059,2220.870117,2166.899902,2179.000000,2179.000000,2829640000
2010-01-29,2198.260010,2202.840088,2140.340088,2147.350098,2147.350098,3090580000
2010-02-01,2155.810059,2171.199951,2152.260010,2171.199951,2171.199951,2234140000
2010-02-02,2171.659912,2193.659912,2161.469971,2190.060059,2190.060059,2468470000
2010-02-03,2181.010010,2194.530029,2176.750000,2190.909912,2190.909912,2303350000
2010-02-04,2176.389893,2178.250000,2125.429932,2125.429932,2125.429932,2801390000
2010-02-05,2131.919922,2142.270020,2100.169922,2141.120117,2141.120117,2811100000
2010-02-08,2140.100098,2152.639893,2125.110107,2126.050049,2126.050049,2036280000
2010-02-09,2153.100098,2166.159912,2132.580078,2150.870117,2150.870117,2296420000
2010-02-10,2147.459961,2156.360107,2131.080078,2147.870117,2147.870117,2059940000
2010-02-11,2145.090088,2179.540039,2134.139893,2177.409912,2177.409912,2141260000
2010-02-12,2157.689941,2184.570068,2151.989990,2183.530029,2183.530029,2236180000
2010-02-16,2200.379883,2214.189941,2189.179932,2214.189941,2214.189941,2072850000
2010-02-17,2222.870117,2226.320068,2212.780029,2226.290039,2226.290039,2103530000
2010-02-18,2223.219971,2243.500000,2221.139893,2241.709961,2241.709961,2076820000
2010-02-19,2233.330078,2249.800049,2228.929932,2243.870117,2243.870117,2166660000
2010-02-22,2250.919922,2251.679932,2235.649902,2242.030029,2242.030029,1976290000
2010-02-23,2238.010010,2239.800049,2205.699951,2213.439941,2213.439941,2310910000
2010-02-24,2222.399902,2241.689941,2221.280029,2235.899902,2235.899902,2155810000
2010-02-25,2208.620117,2236.209961,2198.729980,2234.219971,2234.219971,2300530000
2010-02-26,2234.439941,2242.830078,2222.229980,2238.260010,2238.260010,2283430000
2010-03-01,2247.399902,2274.020020,2247.330078,2273.570068,2273.570068,2504940000
2010-03-02,2279.070068,2292.489990,2275.350098,2280.790039,2280.790039,2831870000
2010-03-03,2284.820068,2293.320068,2275.250000,2280.679932,2280.679932,2603510000
2010-03-04,2282.570068,2293.159912,2273.629883,2292.310059,2292.310059,2186020000
2010-03-05,2304.010010,2327.030029,2301.100098,2326.350098,2326.350098,2411880000
2010-03-08,2326.250000,2335.429932,2326.110107,2332.209961,2332.209961,2312310000
2010-03-09,2325.780029,2353.070068,2325.739990,2340.679932,2340.679932,2620360000
2010-03-10,2340.949951,2361.659912,2340.689941,2358.949951,2358.949951,2554740000
2010-03-11,2351.110107,2368.459961,2347.530029,2368.459961,2368.459961,2256790000
2010-03-12,2376.070068,2376.280029,2358.080078,2367.659912,2367.659912,2098780000
2010-03-15,2361.919922,2367.399902,2345.989990,2362.209961,2362.209961,1956170000
2010-03-16,2367.320068,2378.840088,2360.669922,2378.010010,2378.010010,2201880000
2010-03-17,2381.649902,2400.090088,2381.469971,2389.090088,2389.090088,2281410000
2010-03-18,2387.540039,2393.870117,2383.260010,2391.280029,2391.280029,2173060000
2010-03-19,2391.199951,2396.919922,2364.530029,2374.409912,2374.409912,3055760000
2010-03-22,2360.350098,2401.209961,2358.000000,2395.399902,2395.399902,2448130000
2010-03-23,2397.899902,2416.510010,2390.040039,2415.239990,2415.239990,2465230000
2010-03-24,2406.719971,2408.639893,2396.919922,2398.760010,2398.760010,2436100000
2010-03-25,2415.239990,2432.250000,2397.360107,2397.409912,2397.409912,2704870000
2010-03-26,2406.729980,2412.919922,2384.689941,2395.129883,2395.129883,2367930000
2010-03-29,2403.770020,2411.179932,2398.399902,2404.360107,2404.360107,1967850000
2010-03-30,2406.689941,2417.360107,2395.800049,2410.689941,2410.689941,2147270000
2010-03-31,2402.979980,2415.439941,2395.340088,2397.959961,2397.959961,2368690000
2010-04-01,2411.679932,2423.429932,2383.770020,2402.580078,2402.580078,2340270000
2010-04-05,2409.479980,2429.610107,2403.879883,2429.530029,2429.530029,2130340000
2010-04-06,2420.330078,2443.500000,2417.770020,2436.810059,2436.810059,2220390000
2010-04-07,2433.100098,2442.270020,2418.729980,2431.159912,2431.159912,2984850000
2010-04-08,2423.989990,2441.120117,2413.739990,2436.810059,2436.810059,2428900000
2010-04-09,2441.310059,2454.120117,2432.929932,2454.050049,2454.050049,2215530000
2010-04-12,2455.399902,2463.169922,2450.149902,2457.870117,2457.870117,2161650000
2010-04-13,2454.949951,2467.939941,2445.260010,2465.989990,2465.989990,2665420000
2010-04-14,2481.800049,2504.860107,2480.429932,2504.860107,2504.860107,3143270000
2010-04-15,2503.409912,2517.820068,2502.510010,2515.689941,2515.689941,2840660000
2010-04-16,2505.379883,2510.060059,2467.679932,2481.260010,2481.260010,2960950000
2010-04-19,2477.800049,2487.669922,2451.719971,2480.110107,2480.110107,2223650000
2010-04-20,2492.719971,2501.250000,2480.699951,2500.310059,2500.310059,2157100000
2010-04-21,2506.610107,2510.500000,2490.189941,2504.610107,2504.610107,2715900000
2010-04-22,2483.520020,2521.020020,2468.260010,2519.070068,2519.070068,2800840000
2010-04-23,2514.850098,2530.149902,2507.600098,2530.149902,2530.149902,2517010000
2010-04-26,2529.850098,2535.280029,2521.510010,2522.949951,2522.949951,2491040000
2010-04-27,2512.580078,2525.699951,2466.530029,2471.469971,2471.469971,2864810000
2010-04-28,2483.030029,2484.149902,2456.629883,2471.729980,2471.729980,2755190000
